task_age,time_to_due,block_count,total_blocked_hours,column_change_count,time_in_current_column,dependency_count,unresolved_dependencies,assignee_count,estimateHours,difficulty,progress_ratio,is_overdue,blocked_ratio,reassign_count,comment_count,desc_length,assignee_workload,risk_label
90.20011414535846,-1.277763146907617,0,0.0,3,2.8361392408100583,3,3,2,57.14142977177514,4,0.9753696428421578,1,0.0,3,6,466,6,1
79.18870831320343,31.83340223705389,1,10.13772986868984,7,36.65952296635312,3,3,3,12.63746157149916,4,0.7069024849132476,0,0.1264234090053377,1,10,48,3,1
91.52418293331432,0.4628948424749843,3,139.46342836584182,1,2.4453319367421056,1,1,2,36.360044993998464,4,0.9842677619571796,0,1.507318670042819,3,1,166,7,1
99.71582036874332,17.405329130729314,0,0.0,4,93.74340875207496,1,1,2,54.74058332056936,3,0.8441826107456608,0,0.0,3,5,389,8,0
58.91291616373282,12.561883812867508,0,0.0,1,18.15806269737574,3,0,1,4.623182756811207,4,0.8128744913094458,0,0.0,0,7,52,9,0
122.50375283977029,64.82288126171406,1,7.257964676299975,4,105.87030533274712,1,0,2,13.525509528982,1,0.6504855429729403,0,0.0587671589681669,0,2,162,7,0
133.19469864387264,36.66579101943392,1,37.47454213914349,7,34.850874759675136,1,0,3,44.31715834360772,5,0.7795523640740045,0,0.2792550116945665,0,14,100,3,1
136.22740461498785,9.915067497864992,1,14.067119281631388,6,120.06338071700024,2,2,2,20.232646902426943,1,0.925819735518012,0,0.1025095484469651,0,14,236,9,1
133.9912907750067,44.72106902987808,0,0.0,3,57.80161610946455,0,0,1,48.61298046014864,4,0.7455875095095416,0,0.0,0,8,347,3,1
18.859939732718736,20.51382056843536,0,0.0,4,7.494402783526668,0,0,1,26.20983818262918,3,0.4671335935032938,0,0.0,1,10,462,4,0
149.66333227229234,12.0137217130342,0,0.0,1,36.61406895200269,0,0,2,43.31169421561764,2,0.920002720763507,0,0.0,0,1,1,6,0
37.08183080333646,76.37677076558751,3,64.644826402681,1,12.574332029393448,0,0,2,6.689492927297485,4,0.3239759205078768,0,1.6975241221075246,3,3,324,3,1
121.6156558748176,21.83991847500752,3,64.47950678355295,1,82.4988066348251,1,1,1,14.773980758801802,3,0.8418896703861594,0,0.5258668342432734,0,3,198,2,0
122.76610782998117,46.62409739193548,0,0.0,5,108.47519213945338,3,0,3,16.960614407479024,2,0.7204997943989225,0,0.0,0,0,59,9,0
133.27774471538302,82.11141385210152,1,33.43548320742606,6,125.35873149982424,5,2,1,51.66680892892936,3,0.6159169229997175,0,0.2490024186680851,0,7,112,2,0
149.17416192901229,1.1110303212814472,0,0.0,1,81.3904439752453,2,0,3,30.165597708001144,2,0.986046021491721,0,0.0,2,0,67,6,0
65.72476046105386,22.00940892336108,1,42.023372863163736,3,38.02283477653131,3,0,1,30.2310448716484,5,0.7406928009470679,0,0.6298017793213673,3,11,96,1,0
112.41009731071468,94.3686216428744,0,0.0,4,33.80457971850466,3,0,1,18.214499824212,5,0.5410087129078094,0,0.0,3,0,348,7,1
140.48706134995638,63.523575600996764,0,0.0,7,73.30028001876211,5,1,2,11.830579307793364,3,0.6852671814466221,0,0.0,1,13,359,1,0
44.74518479540952,77.12333865742164,2,88.36516862496947,1,28.467357213933628,1,0,1,42.74407687125234,1,0.3641712583336045,0,1.9316824059225757,3,1,354,3,1
101.13189415898472,19.378320096967837,3,122.73922227315596,1,4.7397448828661215,1,1,2,35.57416393943841,4,0.8322912997746644,0,1.2017717215945554,2,14,185,6,0
33.157333097029635,54.74685709828003,0,0.0,4,5.268738760173027,2,2,2,32.29010908317865,5,0.3729557968436331,0,0.0,3,5,195,3,0
4.777260768903169,95.517809761351,1,21.99392955422788,1,2.6708797234001427,1,1,2,27.46034240092689,3,0.0471618287434463,0,3.806982311169501,1,14,278,9,0
98.90958794652488,32.28074784134692,0,0.0,6,2.409260540852388,2,0,2,39.01969444291432,5,0.7482361502224101,0,0.0,3,6,348,5,0
114.74129902758273,76.82955724609354,0,0.0,6,73.2363768538559,1,1,2,12.169155653581637,4,0.5958393769850389,0,0.0,3,0,99,3,0
92.76182349409716,93.26699254729084,2,64.003516575249,4,36.619180254279584,3,3,1,33.283892007203626,1,0.4959761038832096,0,0.6826180868728345,0,0,257,3,0
135.8972456514535,3.4949361747155727,0,0.0,3,46.4002366008766,2,1,2,24.393952992444905,4,0.9679830022138902,0,0.0,3,11,396,2,0
140.56057462650037,-15.29764079892245,3,84.33228858874753,3,139.23546678811732,4,0,2,42.187640804132485,4,0.8960995396082964,1,0.5957328783897179,0,4,216,7,1
111.2464053066588,8.588338288477534,0,0.0,6,33.81320808247161,0,0,3,15.83861786783973,5,0.9206491609681088,0,0.0,0,0,285,4,1
143.56333188384198,61.2123885309164,0,0.0,4,47.85551266002337,4,2,3,51.13430235754421,1,0.6976689552804283,0,0.0,0,2,51,4,0
146.1629830716271,99.5117490436395,1,28.020293887259516,7,21.757099121219294,2,1,2,8.580946917011985,1,0.5925332595611285,0,0.1904031387677258,1,4,121,1,0
133.89263940773972,-2.4074213969569414,0,0.0,6,109.01507980231818,4,0,3,14.90943221911977,5,0.9751826665116788,1,0.0,2,4,28,9,1
116.79489047318808,47.00850996829661,3,26.678067664411977,5,47.92033125836144,2,0,2,23.823055960793116,4,0.7086922366911805,0,0.2264789886661876,1,9,90,4,0
102.47487463743944,8.500776555096394,0,0.0,6,82.39393549051853,5,4,1,49.7218404088482,5,0.9151531921992546,0,0.0,3,11,190,5,1
83.5242883757968,96.31630427429188,1,34.61294231532315,5,58.51324428642375,0,0,3,59.59195817491942,5,0.4618669246312926,0,0.4095029130731425,3,14,401,7,1
59.78374799261135,-7.189272087693874,0,0.0,2,16.632827962775806,1,1,1,57.60473962965508,4,0.8795217267377727,1,0.0,0,7,372,4,0
90.81450042147148,12.514917101815584,0,0.0,7,83.55538280224157,2,0,2,18.22628341579885,1,0.8704591914471395,0,0.0,3,13,396,2,0
121.7724462864931,98.47313551779334,0,0.0,3,69.72936116745885,5,2,1,3.5292845208406165,5,0.5503949289898717,0,0.0,1,10,176,9,0
104.06544517816788,44.12155300353557,3,89.2397382669623,2,88.56928656463614,4,4,1,2.7929739599658427,1,0.6975503659603136,0,0.8493728657945658,0,5,132,9,1
131.85487945439965,70.83989586066744,0,0.0,6,102.06163005098288,1,1,3,17.93444422750271,3,0.6473159620832282,0,0.0,1,11,33,1,0
88.90342867350778,37.60551604221702,1,32.13189970686666,7,12.987520277342623,2,2,2,7.127676955207502,5,0.6972328794008436,0,0.3574046082664598,1,14,406,2,0
82.56949972796762,34.10925368993253,0,0.0,5,65.96780428916422,0,0,2,7.278121280977157,3,0.7016517198711926,0,0.0,3,11,334,1,0
93.5000469788916,21.68960898704971,0,0.0,7,12.84424611904554,0,0,3,5.84168671540822,4,0.804719199842534,0,0.0,2,10,125,6,0
134.62147307599577,36.87539683154469,1,13.849358899878103,2,38.22565148619139,4,4,1,12.5490448951504,4,0.7804284979092886,0,0.1021177442315317,1,1,92,5,1
55.276209296163245,40.41007250258283,0,0.0,6,5.437570329908669,0,0,2,28.725168545898093,5,0.5717068468019226,0,0.0,2,10,300,1,0
147.95229238415547,44.3908775184799,0,0.0,5,10.161206131378584,5,1,3,6.901986445479552,1,0.7652315437812567,0,0.0,3,5,55,3,0
67.66444265669475,43.91407197460278,1,12.020490652942154,1,15.09606353729354,0,0,2,32.86258214538831,3,0.6010422404159489,0,0.1750613590944244,1,8,14,9,0
97.67460320344482,37.549852210510025,1,28.540659701819244,4,13.333775149336468,0,0,1,29.490256602972256,4,0.7170122494278588,0,0.2892401770592868,0,14,227,6,0
50.22192371085618,92.04301885118495,0,0.0,3,5.325997950243333,3,1,2,16.17248301694996,2,0.350552778737949,0,0.0,2,5,436,8,0
147.37441391938236,-6.555331739833719,3,126.2469406180054,1,72.83306494565693,5,5,2,32.42166059507477,3,0.9512338208025432,1,0.8508673246493854,2,3,321,9,1
115.6544470455986,2.4452498269028027,0,0.0,4,14.1665526409457,0,0,2,35.153535989254195,3,0.971072555872321,0,0.0,1,3,117,6,0
89.48858153612693,24.307657781187537,0,0.0,4,23.532790341476066,4,1,1,56.05683185090218,3,0.7795427974671428,0,0.0,0,4,9,1,0
124.76229176037164,95.80322927998152,1,45.28698010012567,3,115.65950386353796,3,2,2,22.234359459493728,3,0.5630943441676064,0,0.3600998317239304,3,4,333,8,0
25.47560389171795,77.74896642776585,0,0.0,1,17.71639844934592,4,1,3,13.694384562769184,5,0.2444299248596232,0,0.0,3,13,378,3,0
35.59969157687578,87.94894879294822,0,0.0,6,12.515323544487474,2,1,3,45.36134405022256,1,0.2858296282574352,0,0.0,3,13,449,4,0
86.39947653935091,99.7231139108612,1,38.25716531823305,6,18.46800118562665,0,0,2,30.734570331430007,5,0.4617265950170742,0,0.4377276253022873,1,0,440,5,0
57.44441326798044,34.8400263138014,0,0.0,4,44.5684255069946,4,3,3,7.969129783160411,1,0.6157984496183773,0,0.0,2,7,435,3,0
